<<<<<<< HEAD
Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),% Change,
BTC,3/4/20,8791.112058,8916.73989,8919.263748,8652.809024,-1.41%,
BTC,3/5/20,8756.961062,8791.112073,8852.25666,8682.684594,-0.39%,
BTC,3/6/20,9078.578777,8756.962116,9172.138258,8745.992956,3.67%,
BTC,3/7/20,9126.636822,9073.160134,9191.15034,9004.944712,0.59%,
BTC,3/8/20,8925.213488,9126.888318,9204.672359,8858.647557,-2.21%,
BTC,3/9/20,8166.313894,8925.217518,8925.383039,8163.682472,-8.50%,
BTC,3/10/20,7875.750875,8166.313268,8256.125507,7625.189619,-3.56%,
BTC,3/11/20,7959.228274,7939.252823,8159.157919,7745.152079,0.25%,
BTC,3/12/20,7955.306284,7959.233654,7984.602488,7591.897235,-0.05%,
BTC,3/13/20,5800.208905,7954.440008,7977.84368,5568.01669,-27.08%,
BTC,3/14/20,5672.681201,5803.794314,6013.252892,3867.091312,-2.26%,
BTC,3/15/20,5304.149952,5672.651113,5809.640296,5214.774302,-6.50%,
BTC,3/16/20,5355.187374,5304.149075,6115.834478,5076.862093,0.96%,
BTC,3/17/20,4944.702336,5359.581995,5439.466703,4452.260545,-7.74%,
BTC,3/18/20,5465.582594,4944.692509,5558.129295,4921.203145,10.53%,
BTC,3/19/20,5363.822853,5465.555261,5466.942335,5043.075092,-1.86%,
BTC,3/20/20,6301.063404,5363.81623,6428.780443,5274.927112,17.47%,
BTC,3/21/20,6185.279839,6301.120291,6942.935268,5680.103282,-1.84%,
BTC,3/22/20,6187.05375,6176.205754,6470.354767,5883.754157,0.18%,
BTC,3/23/20,5884.340133,6187.042146,6431.873162,5802.553402,-4.89%,
BTC,3/24/20,6455.454688,5829.352511,6620.858253,5694.198299,10.74%,
BTC,3/25/20,6784.318011,6455.45065,6863.602196,6406.037439,5.09%,
BTC,3/26/20,6706.985089,6784.325204,6981.720386,6488.111885,-1.14%,
BTC,3/27/20,6721.495392,6697.94832,6796.053701,6537.856462,0.35%,
BTC,3/28/20,6682.780049,6718.084872,6865.541424,6597.307584,-0.53%,
BTC,3/29/20,6229.488343,6682.780622,6688.043277,6044.47511,-6.78%,
BTC,3/30/20,5922.489835,6229.49332,6284.272461,5879.777528,-4.93%,
BTC,3/31/20,6483.739446,5879.816836,6615.78648,5858.857935,10.27%,
BTC,4/1/20,6446.421347,6483.617042,6533.064909,6344.633536,-0.57%,
BTC,4/2/20,6537.336462,6446.442667,6605.444456,6159.582451,1.41%,
BTC,4/3/20,6850.558712,6537.68699,7212.725146,6519.934899,4.79%,
BTC,4/4/20,6776.370094,6796.925196,7049.706366,6612.677956,-0.30%,
BTC,4/5/20,6855.933264,6772.007301,7003.126134,6664.610805,1.24%,
BTC,4/6/20,6805.362287,6873.720048,6908.855128,6684.715732,-0.99%,
BTC,4/7/20,7278.24397,6809.004568,7319.978093,6775.111014,6.89%,
BTC,4/8/20,7175.667477,7277.704282,7464.732245,7081.639209,-1.40%,
BTC,4/9/20,7367.293398,7175.669418,7424.743721,7155.211053,2.67%,
BTC,4/10/20,7321.816614,7366.900961,7399.469133,7125.775519,-0.61%,
BTC,4/11/20,6866.398189,7321.815746,7325.324778,6752.593664,-6.22%,
BTC,4/12/20,6873.848495,6872.137266,6949.788875,6777.889694,0.02%,
BTC,4/13/20,7043.438864,6873.848555,7201.990355,6797.779063,2.47%,
BTC,4/14/20,6889.863772,7043.438893,7050.771025,6600.771494,-2.18%,
BTC,4/15/20,6887.554908,6889.863978,6991.326397,6772.322132,-0.03%,
BTC,4/16/20,6718.79995,6887.548898,6942.90708,6701.021116,-2.45%,
BTC,4/17/20,7166.582817,6628.975283,7178.765894,6486.531308,8.11%,
BTC,4/18/20,7065.082389,7162.527231,7200.317209,6996.149109,-1.36%,
BTC,4/19/20,7277.140586,7065.066086,7301.814371,7029.015961,3.00%,
BTC,4/20/20,7185.870303,7277.140654,7292.862985,7066.947185,-1.25%,
BTC,4/21/20,6856.146435,7185.870831,7221.915907,6764.430699,-4.59%,
BTC,4/22/20,6904.475773,6856.146426,6954.005137,6782.239371,0.70%,
BTC,4/23/20,7118.388748,6904.476221,7165.520004,6831.947906,3.10%,
BTC,4/24/20,7562.032832,7118.388915,7725.671699,7037.554845,6.23%,
BTC,4/25/20,7497.861764,7556.01926,7608.311143,7407.266922,-0.77%,
BTC,4/26/20,7542.303401,7497.859881,7702.01898,7445.685898,0.59%,
BTC,4/27/20,7624.853786,7542.303101,7707.594271,7503.770143,1.09%,
BTC,4/28/20,7776.507543,7624.854338,7798.276656,7621.487082,1.99%,
BTC,4/29/20,7761.758784,7788.574229,7793.636018,7677.178774,-0.34%,
BTC,4/30/20,8773.106488,7761.758619,8973.079277,7725.542654,13.03%,
BTC,5/1/20,8767.672623,8768.04718,9469.078423,8415.47474,0.00%,
BTC,5/2/20,8853.774484,8767.672143,9073.81753,8593.380363,0.98%,
BTC,5/3/20,8963.057558,8850.788756,9037.341927,8780.037925,1.27%,
BTC,5/4/20,8904.713817,9002.396916,9223.385534,8747.433419,-1.09%,
BTC,5/5/20,8887.505893,8904.559394,8968.532234,8539.511107,-0.19%,
BTC,5/6/20,8978.283587,8887.507473,9112.866151,8784.09959,1.02%,
BTC,5/7/20,9371.684273,9032.183227,9392.635447,8927.777068,3.76%,
BTC,5/8/20,9900.678867,9371.67997,9958.733998,9065.921045,5.64%,
BTC,5/9/20,9917.248414,9903.830754,10062.71591,9732.806548,0.14%,
BTC,5/10/20,9617.518195,9917.253174,9957.110928,9546.040993,-3.02%,
BTC,5/11/20,8786.655182,9616.377064,9650.018603,8166.492188,-8.63%,
BTC,5/12/20,8608.125245,8733.637943,9176.18639,8206.331505,-1.44%,
BTC,5/13/20,8815.231245,8608.119937,8980.624505,8509.564215,2.41%,
BTC,5/14/20,9330.986485,8823.780831,9416.590183,8802.91656,5.75%,
BTC,5/15/20,9757.296586,9330.985268,9940.956082,9273.416587,4.57%,
BTC,5/16/20,9362.635557,9795.282556,9848.185361,9155.515351,-4.42%,
BTC,5/17/20,9418.918551,9362.636646,9583.062439,9219.362205,0.60%,
BTC,5/18/20,9684.701959,9418.913715,9879.71204,9327.763833,2.82%,
BTC,5/19/20,9723.68015,9673.836632,9933.976225,9523.848992,0.52%,
BTC,5/20/20,9719.480854,9723.316993,9899.775994,9473.742266,-0.04%,
BTC,5/21/20,9540.886567,9719.254489,9834.557819,9332.915196,-1.84%,
BTC,5/22/20,9141.150637,9540.208922,9571.081815,8806.742839,-4.18%,
BTC,5/23/20,9192.845136,9139.890401,9265.2516,8934.380728,0.58%,
BTC,5/24/20,9220.075887,9192.845255,9311.849338,9093.834315,0.30%,
BTC,5/25/20,9048.715119,9219.746036,9301.179312,8856.470863,-1.86%,
BTC,5/26/20,8905.781605,9048.692372,9051.69296,8645.212548,-1.58%,
BTC,5/27/20,8835.727224,8905.746922,9010.897443,8707.124072,-0.79%,
BTC,5/28/20,9112.979176,8835.727224,9224.744965,8820.549193,3.14%,
BTC,5/29/20,9507.524665,9113.177836,9523.457474,9008.05845,4.33%,
BTC,5/30/20,9425.281869,9507.563792,9621.613231,9335.814886,-0.87%,
BTC,5/31/20,9688.32439,9434.033792,9732.943979,9334.912832,2.70%,
BTC,6/1/20,9427.670084,9688.539932,9698.140854,9394.275387,-2.69%,
BTC,6/2/20,10268.58198,9427.232535,10357.78917,9417.354212,8.92%,
BTC,6/3/20,9516.135443,10268.23188,10292.7031,9298.92095,-7.32%,
BTC,6/4/20,9667.060754,9516.379828,9680.206444,9406.971187,1.58%,
BTC,6/5/20,9811.367095,9667.085402,9875.662127,9472.251048,1.49%,
BTC,6/6/20,9659.661298,9811.829378,9860.231447,9619.617459,-1.55%,
BTC,6/7/20,9677.050995,9659.053118,9736.271128,9542.773398,0.19%,
BTC,6/8/20,9737.458559,9677.050684,9804.446487,9392.842926,0.62%,
BTC,6/9/20,9791.9279,9737.457447,9803.573516,9652.310114,0.56%,
BTC,6/10/20,9786.14202,9790.073884,9870.519387,9610.024354,-0.04%,
BTC,6/11/20,9874.967048,9787.914131,9979.715526,9711.85958,0.89%,
BTC,6/12/20,9260.832641,9875.014214,9962.180331,9108.473046,-6.22%,
BTC,6/13/20,9464.228097,9261.481444,9558.770602,9238.389181,2.19%,
BTC,6/14/20,9458.659754,9464.086079,9492.899884,9359.847047,-0.06%,
BTC,6/15/20,9351.953728,9458.659753,9481.697453,9250.032408,-1.13%,
BTC,6/16/20,9441.768996,9351.605477,9498.609999,8910.198265,0.96%,
BTC,6/17/20,9510.660637,9442.016988,9595.222935,9380.74608,0.73%,
BTC,6/18/20,9457.627074,9510.641266,9557.46842,9240.646056,-0.56%,
BTC,6/19/20,9398.642094,9457.464837,9480.374487,9276.427094,-0.62%,
BTC,6/20/20,9279.760765,9398.685603,9427.177661,9236.657272,-1.27%,
BTC,6/21/20,9353.078196,9278.469146,9391.025094,9178.382279,0.80%,
BTC,6/22/20,9289.104491,9353.078187,9412.648505,9278.923226,-0.68%,
BTC,6/23/20,9680.947128,9288.60316,9775.102839,9272.796157,4.22%,
BTC,6/24/20,9609.680246,9680.947129,9720.765241,9576.910848,-0.74%,
BTC,6/25/20,9311.136318,9609.680246,9678.98608,9206.958895,-3.11%,
BTC,6/26/20,9252.633372,9310.989646,9333.346057,9002.374468,-0.63%,
BTC,6/27/20,9171.732086,9252.684713,9292.245367,9046.231365,-0.87%,
BTC,6/28/20,9022.153768,9171.554012,9192.768265,8843.317702,-1.63%,
BTC,6/29/20,9101.850057,9022.012126,9190.117478,8949.755974,0.88%,
BTC,6/30/20,9188.061375,9101.877703,9233.529361,9032.435483,0.95%,
BTC,7/1/20,9148.444859,9188.037401,9201.648794,9067.19084,-0.43%,
BTC,7/2/20,9236.31677,9141.34826,9300.998983,9096.778646,1.04%,
BTC,7/3/20,9097.797366,9240.169628,9267.123022,8957.632801,-1.54%,
BTC,7/4/20,9094.324561,9097.683628,9132.985825,9065.858012,-0.04%,
BTC,7/5/20,9124.653534,9067.937487,9190.818987,9051.870726,0.63%,
BTC,7/6/20,9055.464483,9141.07507,9149.765584,8919.762981,-0.94%,
BTC,7/7/20,9278.805637,9078.614127,9356.327421,9063.727627,2.21%,
BTC,7/8/20,9244.415815,9344.987626,9374.083533,9216.518048,-1.08%,
BTC,7/9/20,9471.759973,9262.805251,9472.080067,9239.543297,2.26%,
BTC,7/10/20,9236.143254,9444.728112,9449.911243,9173.165154,-2.21%,
BTC,7/11/20,9243.175259,9239.473351,9260.349785,9133.962338,0.04%,
BTC,7/12/20,9229.859755,9289.580029,9304.962551,9190.032623,-0.64%,
BTC,7/13/20,9286.737042,9243.766253,9349.001062,9170.73536,0.46%,
BTC,7/14/20,9238.993755,9310.395069,9339.806986,9206.291978,-0.77%,
BTC,7/15/20,9260.47098,9241.763724,9279.093222,9125.214524,0.20%,
BTC,7/16/20,9211.026433,9261.511425,9275.45244,9167.649721,-0.55%,
BTC,7/17/20,9133.77783,9192.623666,9219.426492,9048.084922,-0.64%,
BTC,7/18/20,9160.410591,9132.454747,9186.96179,9085.977619,0.31%,
BTC,7/19/20,9176.68639,9159.369281,9212.520944,9130.022301,0.19%,
BTC,7/20/20,9190.271534,9182.914419,9197.726524,9117.058699,0.08%,
BTC,7/21/20,9172.588333,9213.358566,9223.07652,9152.280649,-0.44%,
BTC,7/22/20,9395.064446,9166.298231,9445.579319,9159.972579,2.50%,
BTC,7/23/20,9530.790885,9399.730238,9551.996412,9313.812944,1.39%,
BTC,7/24/20,9617.377861,9534.116269,9681.909452,9452.744476,0.87%,
BTC,7/25/20,9568.974726,9617.389459,9646.957118,9479.577351,-0.50%,
BTC,7/26/20,9708.94914,9557.065314,9746.556096,9546.032528,1.59%,
BTC,7/27/20,9938.951223,9714.685123,10135.88216,9670.416834,2.31%,
BTC,7/28/20,11187.77973,9940.111573,11394.84875,9930.83996,12.55%,
BTC,7/29/20,10939.67014,11040.79047,11254.55134,10580.1286,-0.92%,
BTC,7/30/20,11284.45899,10930.45278,11318.0871,10852.88097,3.24%,
BTC,7/31/20,11118.91841,11118.88858,11180.43064,10847.20085,0.00%,
BTC,8/1/20,11373.31726,11112.42116,11467.95059,10980.82391,2.35%,
BTC,8/2/20,11766.7483,11352.71504,11880.77364,11241.97677,3.65%,
BTC,8/3/20,11139.09838,11820.51291,12117.67708,10658.94608,-5.76%,
BTC,8/4/20,11261.80633,11071.26711,11480.28338,10956.56291,1.72%,
BTC,8/5/20,11228.02632,11237.22451,11400.06419,11045.96842,-0.08%,
BTC,8/6/20,11653.40759,11196.28746,11791.10323,11107.1352,4.08%,
BTC,8/7/20,11796.81736,11756.89486,11917.76504,11581.57513,0.34%,
BTC,8/8/20,11639.93541,11780.04401,11917.85915,11347.41279,-1.19%,
BTC,8/9/20,11744.91208,11610.9087,11814.95666,11543.3477,1.15%,
BTC,8/10/20,11673.12324,11770.45097,11802.66293,11536.75286,-0.83%,
BTC,8/11/20,11832.22731,11693.17945,12070.44182,11546.95776,1.19%,
BTC,8/12/20,11340.58234,11903.3335,11941.6518,11137.81368,-4.73%,
BTC,8/13/20,11549.54631,11399.06848,11626.23784,11166.54478,1.32%,
BTC,8/14/20,11752.16866,11571.10263,11795.43575,11287.64679,1.56%,
BTC,8/15/20,11783.28341,11789.95953,11867.28291,11663.41146,-0.06%,
BTC,8/16/20,11895.62695,11782.78559,11987.65155,11714.58902,0.96%,
BTC,8/17/20,11896.94717,11862.38742,11938.8761,11705.49261,0.29%,
BTC,8/18/20,12399.11188,11916.58022,12476.69704,11778.30371,4.05%,
BTC,8/19/20,12071.73891,12299.81621,12391.84071,11840.39237,-1.85%,
BTC,8/20/20,11749.82951,11959.02939,12029.75799,11589.5762,-1.75%,
BTC,8/21/20,11833.89735,11766.18313,11899.96341,11690.15508,0.58%,
BTC,8/22/20,11583.13894,11866.28401,11890.03166,11525.26123,-2.39%,
BTC,8/23/20,11674.62435,11539.71729,11694.47049,11393.21033,1.17%,
BTC,8/24/20,11666.41012,11677.05824,11726.23458,11539.08981,-0.09%,
BTC,8/25/20,11744.0127,11660.39682,11835.35928,11601.74066,0.72%,
BTC,8/26/20,11378.72603,11759.3614,11771.3353,11133.16876,-3.24%,
BTC,8/27/20,11458.8226,11334.03573,11546.20239,11265.22814,1.10%,
BTC,8/28/20,11302.12096,11467.29065,11594.64626,11157.08574,-1.44%,
BTC,8/29/20,11482.22569,11339.74802,11553.53918,11294.18591,1.26%,
BTC,8/30/20,11515.04443,11540.72864,11586.30657,11435.40076,-0.22%,
BTC,8/31/20,11657.00393,11483.12875,11694.6708,11476.07202,1.51%,
BTC,9/1/20,11678.37326,11712.97262,11799.52944,11579.88329,-0.30%,
BTC,9/2/20,11964.20867,11661.42734,12070.22741,11544.42003,2.60%,
BTC,9/3/20,11427.7026,11923.19964,11954.16268,11217.45383,-4.16%,
BTC,9/4/20,10712.92065,11409.72633,11470.80702,10505.14681,-6.11%,
BTC,9/5/20,10563.89694,10177.72164,10644.24117,10118.71861,3.79%,
BTC,9/6/20,10042.85485,10470.02669,10574.30731,9894.2254,-4.08%,
BTC,9/7/20,10207.605,10174.86343,10355.65249,10014.27766,0.32%,
BTC,9/8/20,10381.77611,10265.74299,10383.11924,9891.734243,1.13%,
BTC,9/9/20,10043.19644,10381.67682,10444.17113,9868.937984,-3.26%,
BTC,9/10/20,10268.46092,10136.56084,10352.41519,9989.510556,1.30%,
BTC,9/11/20,10341.01598,10230.63553,10483.56121,10224.03739,1.08%,
,,,,,,,8262.80%
=======
Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2013-10-01,123.65499,124.30466,124.75166,122.56349
BTC,2013-10-02,125.455,123.65499,125.7585,123.63383
BTC,2013-10-03,108.58483,125.455,125.66566,83.32833
BTC,2013-10-04,118.67466,108.58483,118.675,107.05816
BTC,2013-10-05,121.33866,118.67466,121.93633,118.00566
BTC,2013-10-06,120.65533,121.33866,121.85216,120.5545
BTC,2013-10-07,121.795,120.65533,121.99166,120.43199
BTC,2013-10-08,123.033,121.795,123.64016,121.35066
BTC,2013-10-09,124.049,123.033,124.7835,122.59266
BTC,2013-10-10,125.96116,124.049,128.01683,123.81966
BTC,2013-10-11,125.27966,125.96116,126.43666,124.11383
BTC,2013-10-12,125.9275,125.27966,126.0365,123.12966
BTC,2013-10-13,126.38333,125.9275,126.8965,125.2765
BTC,2013-10-14,135.24199,126.38333,135.24199,126.255
BTC,2013-10-15,133.20333,135.24199,135.69216,130.39275
BTC,2013-10-16,142.76333,133.20333,143.60483,132.94933
BTC,2013-10-17,137.92333,142.76333,145.601,136.01466
BTC,2013-10-18,142.95166,137.92333,144.311,137.53966
BTC,2013-10-19,152.55183,142.95166,152.6685,142.47949
BTC,2013-10-20,160.33883,152.55183,167.07999,152.5135
BTC,2013-10-21,164.31499,160.33883,164.3315,159.89666
BTC,2013-10-22,177.63333,164.31499,177.71166,163.87149
BTC,2013-10-23,188.29716,177.63333,188.82383,177.11399
BTC,2013-10-24,200.70166,188.29716,202.34333,185.81683
BTC,2013-10-25,180.355,200.70166,201.33316,158.72216
BTC,2013-10-26,175.03166,180.355,184.09033,162.56466
BTC,2013-10-27,177.6965,175.03166,180.3185,174.74483
BTC,2013-10-28,187.15983,177.6965,188.3985,174.9035
BTC,2013-10-29,192.75666,187.15983,192.83983,185.88116
BTC,2013-10-30,197.4,192.75666,198.41366,191.62716
BTC,2013-10-31,196.02499,197.4,198.79333,192.83366
BTC,2013-11-01,198.04883,196.02499,198.57,195.02916
BTC,2013-11-02,198.93233,198.04883,199.09783,195.49
BTC,2013-11-03,200.543,198.93233,201.24116,198.71016
BTC,2013-11-04,210.3075,200.543,211.17133,200.296
BTC,2013-11-05,225.02,210.3075,227.02833,209.23333
BTC,2013-11-06,248.25333,225.02,248.32116,221.84833
BTC,2013-11-07,262.32666,248.25333,262.67166,242.95166
BTC,2013-11-08,294.48699,262.32666,294.48749,260.45166
BTC,2013-11-09,331.10325,294.48699,343.67975,293.48749
BTC,2013-11-10,285.8875,331.10325,355.2275,277.25275
BTC,2013-11-11,304.97974,285.8875,323.27249,260.70325
BTC,2013-11-12,338.137,304.97974,339.795,303.6505
BTC,2013-11-13,357.48,338.137,358.94999,336.30775
BTC,2013-11-14,402.954,357.48,409.51,350.20999
BTC,2013-11-15,409.10375,402.954,415.93975,383.5775
BTC,2013-11-16,420.21649,409.10375,427.90425,386.565
BTC,2013-11-17,437.29725,420.21649,437.9695,415.1975
BTC,2013-11-18,510.6025,437.29725,512.16999,436.13324
BTC,2013-11-19,693.65,510.6025,781.82624,491.585
BTC,2013-11-20,531.54249,693.65,716.825,394.90624
BTC,2013-11-21,574.71599,531.54249,580.11375,428.9815
BTC,2013-11-22,681.33,574.71599,705.49725,570.78025
BTC,2013-11-23,774.18,681.33,775.6525,651.89599
BTC,2013-11-24,746.19374,774.18,823.41525,691.6925
BTC,2013-11-25,768.8475,746.19374,787.2475,707.75149
BTC,2013-11-26,789.36475,768.8475,793.71424,739.8375
BTC,2013-11-27,893.1815,789.36475,904.585,787.19
BTC,2013-11-28,934.355,893.1815,965.2525,870.38525
BTC,2013-11-29,1068.363,934.355,1084.9466,912.931
BTC,2013-11-30,1154.92593,1068.363,1157.49894,1028.22683
BTC,2013-12-01,1099.51926,1154.92593,1156.02831,1099.2065
BTC,2013-12-02,1019.78966,1099.51926,1099.70754,783.68616
BTC,2013-12-03,1028.845,1019.78966,1049.67916,929.95483
BTC,2013-12-04,1071.2848,1028.845,1092.83331,1021.177
BTC,2013-12-05,1139.33083,1071.2848,1151.29749,1066.87277
BTC,2013-12-06,1004.61633,1139.33083,1144.36916,870.3838
BTC,2013-12-07,759.43041,1004.61633,1038.55,656.87499
BTC,2013-12-08,689.81,759.43041,826.32766,558.08333
BTC,2013-12-09,841.83966,689.81,845.85092,682.71342
BTC,2013-12-10,916.77599,841.83966,948.68183,809.91748
BTC,2013-12-11,967.42866,916.77599,1004.93666,900.68016
BTC,2013-12-12,866.29003,967.42866,975.62383,832.22683
BTC,2013-12-13,911.23204,866.29003,919.30033,843.4055
BTC,2013-12-14,889.81946,911.23204,933.17016,859.44999
BTC,2013-12-15,848.9975,889.81946,897.30915,848.25583
BTC,2013-12-16,868.95316,848.9975,886.23583,819.43828
BTC,2013-12-17,653.80483,868.95316,876.21516,636.15056
BTC,2013-12-18,654.06266,653.80483,757.02366,647.62209
BTC,2013-12-19,553.69166,654.06266,654.06266,422.497
BTC,2013-12-20,693.05883,553.69166,710.3255,545.53966
BTC,2013-12-21,649.38965,693.05883,733.23666,598.06131
BTC,2013-12-22,595.95883,649.38965,651.8435,580.72816
BTC,2013-12-23,647.68316,595.95883,671.59166,594.36595
BTC,2013-12-24,671.58116,647.68316,685.3675,632.5431
BTC,2013-12-25,659.84333,671.58116,675.614,645.78333
BTC,2013-12-26,702.00083,659.84333,720.22498,651.53
BTC,2013-12-27,758.01016,702.00083,780.93666,698.07
BTC,2013-12-28,734.01166,758.01016,772.90666,723.98666
BTC,2013-12-29,717.92623,734.01166,753.83333,705.1025
BTC,2013-12-30,752.82022,717.92623,759.6362,713.751
BTC,2013-12-31,744.17249,752.82022,763.83,743.7
BTC,2014-01-01,768.40783,744.17249,772.959,733.19433
BTC,2014-01-02,769.09849,768.40783,774.26333,750.52516
BTC,2014-01-03,804.02719,769.09849,826.34166,768.15367
BTC,2014-01-04,813.31748,804.02719,839.85833,798.11833
BTC,2014-01-05,871.11583,813.31748,873.98,808.71666
BTC,2014-01-06,970.65083,871.11583,972.00354,861.25831
BTC,2014-01-07,962.46447,970.65083,1023.16666,914.76666
BTC,2014-01-08,855.75933,962.46447,970.22516,788.70166
BTC,2014-01-09,860.84166,855.75933,886.02916,822.32296
BTC,2014-01-10,847.5325,860.84166,880.64166,814.17054
BTC,2014-01-11,892.26115,847.5325,902.035,837.57458
BTC,2014-01-12,916.69666,892.26115,940.495,876.57666
BTC,2014-01-13,873.27168,916.69666,920.71733,857.73833
BTC,2014-01-14,863.69888,873.27168,873.27168,821.00333
BTC,2014-01-15,853.25666,863.69888,871.11385,839.125
BTC,2014-01-16,874.07416,853.25666,888.88519,853.25666
BTC,2014-01-17,842.19173,874.07416,879.62999,841.27916
BTC,2014-01-18,834.86666,842.19173,854.32827,810.22333
BTC,2014-01-19,838.42916,834.86666,850.56666,834.08333
BTC,2014-01-20,881.87583,838.42916,885.16166,834.77499
BTC,2014-01-21,873.28916,881.87583,882.45166,857.84584
BTC,2014-01-22,874.13266,873.28916,876.14065,861.77833
BTC,2014-01-23,864.56116,874.13266,874.13266,854.05916
BTC,2014-01-24,838.14997,864.56116,866.45964,834.99822
BTC,2014-01-25,834.57416,838.14997,838.26,810.64042
BTC,2014-01-26,858.12641,834.57416,876.24165,833.72638
BTC,2014-01-27,887.08337,858.12641,899.2283,851.74833
BTC,2014-01-28,830.53133,887.08337,887.37698,800.03833
BTC,2014-01-29,832.89496,830.53133,860.24269,798.18333
BTC,2014-01-30,832.87399,832.89496,846.92594,832.25583
BTC,2014-01-31,841.48914,832.87399,855.86653,816.05635
BTC,2014-02-01,847.36383,841.48914,852.3975,839.53166
BTC,2014-02-02,854.7225,847.36383,869.4796,843.35344
BTC,2014-02-03,856.03366,854.7225,882.43124,850.30816
BTC,2014-02-04,847.70697,856.03366,856.03366,842.73749
BTC,2014-02-05,844.28836,847.70697,852.26152,839.72962
BTC,2014-02-06,802.75333,844.28836,846.35105,793.63344
BTC,2014-02-07,748.43559,802.75333,815.79724,738.61499
BTC,2014-02-08,692.66914,748.43559,758.33833,658.83333
BTC,2014-02-09,668.86463,692.66914,721.64138,657.87721
BTC,2014-02-10,700.44843,668.86463,711.97109,662.74428
BTC,2014-02-11,694.3125,700.44843,702.36822,535.55166
BTC,2014-02-12,665.7975,694.3125,710.6525,635.23249
BTC,2014-02-13,645.615,665.7975,671.9975,633.395
BTC,2014-02-14,578.4125,645.615,653.355,532.3125
BTC,2014-02-15,641.91,578.4125,696.75,553.075
BTC,2014-02-16,656.2725,641.91,657.99749,626.80499
BTC,2014-02-17,611.04499,656.2725,657.2725,576.025
BTC,2014-02-18,634.99,611.04499,653.75,603.0675
BTC,2014-02-19,618.79,634.99,641.37249,607.9425
BTC,2014-02-20,619.8425,618.79,625.4225,612.5025
BTC,2014-02-21,545.7625,619.8425,620.84,525.0725
BTC,2014-02-22,561.535,545.7625,581.24,538.12249
BTC,2014-02-23,622.22,561.535,622.22,554.3525
BTC,2014-02-24,572.7675,622.22,637.5025,567.5
BTC,2014-02-25,501.155,572.7675,583.135,492.8925
BTC,2014-02-26,550.6025,501.155,562.54499,418.755
BTC,2014-02-27,573.1025,550.6025,599.505,548.98749
BTC,2014-02-28,567.2925,573.1025,583.7825,558.2225
BTC,2014-03-01,551.73,567.2925,570.7875,535.87
BTC,2014-03-02,560.195,551.73,570.0025,548.7825
BTC,2014-03-03,567.7,560.195,568.275,550.74749
BTC,2014-03-04,666.1475,567.7,681.615,562.3025
BTC,2014-03-05,660.84,666.1475,698.05,653.525
BTC,2014-03-06,662.0225,660.84,666.3275,643.525
BTC,2014-03-07,651.285,662.0225,663.74,644.345
BTC,2014-03-08,612.33,651.285,653.98249,611.02
BTC,2014-03-09,611.1625,612.33,626.25,600.99249
BTC,2014-03-10,637.615,611.1625,644.8825,610.0675
BTC,2014-03-11,626,637.615,642.5275,610.995
BTC,2014-03-12,633.74749,626,645.75,615.2725
BTC,2014-03-13,631.755,633.74749,639.5375,627.3925
BTC,2014-03-14,636.41414,631.755,641.66999,631.315
BTC,2014-03-15,628.18751,636.41414,636.75668,624.77166
BTC,2014-03-16,632.95333,628.18751,636,625.54183
BTC,2014-03-17,630.34833,632.95333,635.24333,627.48
BTC,2014-03-18,617.24333,630.34833,630.77666,616.17333
BTC,2014-03-19,616.86665,617.24333,621.47168,599.75998
BTC,2014-03-20,601.015,616.86665,621.18353,601.00996
BTC,2014-03-21,581.33333,601.015,604.52831,579.55331
BTC,2014-03-22,570.36168,581.33333,605.15331,563.46166
BTC,2014-03-23,562.95333,570.36168,571.86663,550.60331
BTC,2014-03-24,557.16833,562.95333,570.33081,551.16331
BTC,2014-03-25,573.34998,557.16833,587.98666,552.12997
BTC,2014-03-26,572.49161,573.34998,585.57499,570.43831
BTC,2014-03-27,570.54833,572.49161,589.95497,561.61165
BTC,2014-03-28,509.70665,570.54833,571.57667,471.01833
BTC,2014-03-29,499.24998,509.70665,525.16333,487.16333
BTC,2014-03-30,486.80845,499.24998,504.21231,483.5116
BTC,2014-03-31,472.4783,486.80845,486.80845,443.26166
BTC,2014-04-01,464.88,472.4783,472.4783,442.19166
BTC,2014-04-02,480.16581,464.88,500.64066,459.6783
BTC,2014-04-03,427.87498,480.16581,494.98333,419.705
BTC,2014-04-04,432.99716,427.87498,456.34863,414.41333
BTC,2014-04-05,453.87148,432.99716,455.99333,428.63
BTC,2014-04-06,462.445,453.87148,465.63773,444.13629
BTC,2014-04-07,456.46948,462.445,466.475,450.80566
BTC,2014-04-08,452.81,456.46948,458.925,443.71861
BTC,2014-04-09,450.48083,452.81,456.88188,446.71668
BTC,2014-04-10,426.98333,450.48083,453.06422,423.82189
BTC,2014-04-11,374.59166,426.98333,427.5385,344.22166
BTC,2014-04-12,438.24666,374.59166,438.24666,374.59166
BTC,2014-04-13,423.51566,438.24666,438.91098,413.08833
BTC,2014-04-14,409.03166,423.51566,425.68516,394.1018
BTC,2014-04-15,455.28316,409.03166,470.95333,406.85585
BTC,2014-04-16,517.09666,455.28316,524.80583,454.18166
BTC,2014-04-17,522.455,517.09666,543.31749,493.08333
BTC,2014-04-18,490.8785,522.455,529.29783,481.45501
BTC,2014-04-19,469.38332,490.8785,497.77333,468.16166
